,head_full [m],head [m],rr [mm/d],tn [C],tx [C],stage [m],et [mm/d]
2009-11-12,151.5300,151.5300,0.0000,10.0000,4.4444,0.9357,0.8638
2009-11-13,151.5361,151.5361,0.0000,8.8889,2.7778,0.9326,0.8458
2009-11-14,151.5575,151.5575,11.9380,10.5556,2.7778,1.0302,0.9786
2009-11-15,151.5666,151.5666,14.2240,11.6667,8.3333,1.1186,0.7230
2009-11-16,151.5727,151.5727,0.2540,19.4444,5.5556,1.0667,1.5965
2009-11-17,151.5757,151.5757,0.0000,12.2222,0.0000,1.0271,1.1633
2009-11-18,151.5849,151.5849,0.0000,11.6667,-4.4444,0.9966,1.1819
2009-11-19,151.6093,151.6093,0.0000,8.3333,-4.4444,0.9753,0.9600
2009-11-20,151.6489,151.6489,21.3360,15.5556,0.0000,1.1612,1.3672
2009-11-21,151.6702,151.6702,5.5880,15.0000,0.5556,1.2100,1.3057
2009-11-22,151.6885,151.6885,0.0000,11.1111,-1.1111,1.1277,1.0585
2009-11-23,151.7373,151.7373,0.0000,10.5556,0.0000,1.0881,0.9875
2009-11-24,151.7799,151.7799,1.5240,6.6667,3.8889,1.0972,0.5024
2009-11-25,151.8226,151.8226,0.0000,9.4444,5.0000,1.0789,0.6847
2009-11-26,151.8622,151.8622,2.0320,8.8889,6.1111,1.0515,0.5431
2009-11-27,151.9171,151.9171,3.0480,9.4444,5.5556,1.1094,0.6378
2009-11-28,151.9384,151.9384,7.3660,6.6667,2.2222,1.1582,0.5934
2009-11-29,151.9628,151.9628,0.0000,8.8889,0.0000,1.1094,0.8332
2009-11-30,152.0268,152.0268,0.0000,11.1111,0.0000,1.0942,0.9724
2009-12-01,152.0543,152.0543,5.5880,9.4444,-2.7778,1.1551,0.9149
2009-12-02,152.0969,152.0969,0.0000,4.4444,-3.3333,1.1186,0.6283
2009-12-03,152.1884,152.1884,32.2580,16.6667,-3.8889,1.3685,1.3454
2009-12-04,152.2493,152.2493,1.0160,16.6667,0.5556,1.3563,1.2959
2009-12-05,152.3621,152.3621,0.0000,9.4444,-0.5556,1.2710,0.8519
2009-12-06,152.4078,152.4078,8.8900,3.8889,-3.8889,1.2496,0.5956
2009-12-07,152.4749,152.4749,0.0000,0.5556,-6.6667,1.1917,0.4718
2009-12-08,152.5114,152.5114,0.0000,1.6667,-6.6667,1.1582,0.5239
2009-12-09,152.6059,152.6059,13.2080,3.3333,-4.4444,1.1856,0.5691
2009-12-10,152.6181,152.6181,19.5580,3.8889,-2.2222,1.2770,0.5438
2009-12-11,152.6303,152.6303,0.0000,3.8889,-8.8889,1.2344,0.6414
2009-12-12,152.6394,152.6394,0.0000,-4.4444,-11.6667,1.1551,0.3046
2009-12-13,152.6943,152.6943,0.0000,-1.1111,-12.7778,1.1521,0.4305
2009-12-14,152.7431,152.7431,21.3360,3.8889,-12.7778,1.4508,0.6330
2009-12-15,152.8193,152.8193,0.0000,5.5556,0.0000,1.3593,0.5658
2009-12-16,152.8741,152.8741,0.0000,6.6667,-5.5556,1.3197,0.7457
2009-12-17,152.9198,152.9198,0.0000,-0.5556,-10.0000,1.2374,0.4442
2009-12-18,152.9442,152.9442,0.0000,-7.7778,-14.4444,1.2009,0.1981
2009-12-19,152.9625,152.9625,0.0000,-3.8889,-13.8889,1.1308,0.3236
2009-12-20,152.9717,152.9717,5.8420,-3.3333,-8.3333,1.1216,0.3081
2009-12-21,152.9290,152.9290,0.0000,-3.8889,-10.0000,1.1582,0.3087
2009-12-22,152.8924,152.8924,0.0000,-1.1111,-8.3333,1.1734,0.4053
2009-12-23,152.8558,152.8558,0.0000,-2.2222,-11.1111,1.1643,0.3824
2009-12-24,152.8315,152.8315,0.0000,-3.3333,-10.0000,1.1308,0.3316
2009-12-25,152.7918,152.7918,0.0000,3.8889,-10.0000,1.1003,0.6370
2009-12-26,152.7735,152.7735,6.0960,2.2222,-8.3333,1.0942,0.5563
2009-12-27,152.8193,152.8193,43.4340,6.1111,0.0000,1.4995,0.6036
2009-12-28,152.9077,152.9077,0.0000,7.2222,-3.8889,1.5087,0.7607
2009-12-29,152.9534,152.9534,0.7620,1.6667,-9.4444,1.3197,0.5423
2009-12-30,152.9656,152.9656,0.0000,-8.8889,-13.8889,1.2466,0.1670
2009-12-31,152.9930,152.9930,0.0000,-2.2222,-12.7778,1.1765,0.3928
2010-01-01,152.9991,152.9991,3.5560,0.0000,-8.3333,1.1643,0.4652
2010-01-02,153.0021,153.0021,0.2540,3.3333,-3.8889,1.1551,0.5611
2010-01-03,152.9930,152.9930,0.0000,-2.7778,-11.6667,1.1338,0.3750
2010-01-04,152.9381,152.9381,1.0160,-7.7778,-12.7778,1.1734,0.2005
2010-01-05,152.9016,152.9016,0.0000,-2.7778,-10.0000,1.1460,0.3687
2010-01-06,152.8772,152.8772,0.0000,-4.4444,-9.4444,1.1003,0.2933
2010-01-07,152.8497,152.8497,0.0000,-2.7778,-9.4444,1.0911,0.3672
2010-01-08,152.8162,152.8162,0.0000,1.1111,-6.6667,1.0850,0.5144
2010-01-09,152.7888,152.7888,0.7620,-1.1111,-11.1111,1.1216,0.4554
2010-01-10,152.7492,152.7492,0.0000,-5.0000,-14.4444,1.2100,0.3069
2010-01-11,152.7309,152.7309,0.0000,-5.0000,-13.8889,1.3167,0.3102
2010-01-12,152.7126,152.7126,0.0000,-0.5556,-8.3333,1.1734,0.4694
2010-01-13,152.6852,152.6852,0.0000,-0.5556,-11.6667,1.0881,0.4940
2010-01-14,152.6547,152.6547,0.0000,-2.2222,-9.4444,1.0546,0.4110
2010-01-15,152.6394,152.6394,0.0000,3.8889,-6.6667,1.0424,0.6898
2010-01-16,152.6425,152.6425,0.0000,7.2222,-6.1111,1.0454,0.8760
2010-01-17,152.7217,152.7217,0.0000,6.6667,-5.5556,1.0485,0.8458
2010-01-18,152.7735,152.7735,16.7640,2.7778,-5.5556,1.2831,0.6288
2010-01-19,152.6730,152.6730,0.2540,5.5556,-1.1111,1.2740,0.6947
2010-01-20,152.6882,152.6882,3.3020,3.3333,-2.7778,1.2618,0.6049
2010-01-21,152.7156,152.7156,0.0000,2.7778,-6.6667,1.1917,0.6644
2010-01-22,152.7431,152.7431,0.0000,3.8889,-8.3333,1.1399,0.7494
2010-01-23,152.7461,152.7461,0.0000,4.4444,-9.4444,1.1033,0.7921
2010-01-24,152.7614,152.7614,0.0000,3.8889,-9.4444,1.0698,0.7694
2010-01-25,152.8528,152.8528,7.1120,8.8889,-6.6667,1.4813,1.0606
2010-01-26,153.0661,153.0661,50.0380,12.2222,0.0000,2.1183,1.2065
2010-01-27,153.1789,153.1789,0.0000,4.4444,-4.4444,1.7007,0.7694
2010-01-28,153.2582,153.2582,0.0000,3.3333,-5.5556,1.4843,0.7282
2010-01-29,153.2490,153.2490,6.0960,0.5556,-15.0000,1.3502,0.6136
2010-01-30,153.2307,153.2307,0.0000,-8.3333,-18.8889,1.2801,0.2011
2010-01-31,153.2155,153.2155,0.0000,-8.3333,-17.7778,1.2496,0.2179
2010-02-01,153.1698,153.1698,0.0000,-3.3333,-16.1111,1.2130,0.4377
2010-02-02,153.1240,153.1240,0.0000,0.0000,-14.4444,1.1917,0.6175
2010-02-03,153.0966,153.0966,3.5560,-1.6667,-12.7778,1.1887,0.5477
2010-02-04,153.0600,153.0600,0.2540,1.1111,-7.7778,1.1734,0.6799
2010-02-05,153.0113,153.0113,0.0000,-1.1111,-11.1111,1.1521,0.5878
2010-02-06,152.9930,152.9930,0.0000,0.5556,-11.6667,1.1429,0.6888
2010-02-07,152.9686,152.9686,0.0000,-4.4444,-12.7778,1.1216,0.4305
2010-02-08,152.9259,152.9259,0.0000,-3.3333,-12.2222,1.1003,0.4909
2010-02-09,152.8833,152.8833,0.0000,-1.6667,-10.0000,1.0911,0.5751
2010-02-10,152.8772,152.8772,0.0000,2.2222,-7.2222,1.1003,0.7943
2010-02-11,152.8497,152.8497,5.8420,0.0000,-4.4444,1.1033,0.5614
2010-02-12,152.7918,152.7918,0.0000,2.2222,-7.2222,1.0942,0.8129
2010-02-13,152.7674,152.7674,0.0000,1.1111,-10.0000,1.0789,0.7772
2010-02-14,152.7492,152.7492,0.0000,-1.6667,-6.6667,1.0698,0.5385
2010-02-15,152.7034,152.7034,0.0000,2.7778,-4.4444,1.0667,0.8175
2010-02-16,152.6882,152.6882,1.7780,3.8889,-3.3333,1.0728,0.8821
2010-02-17,152.6638,152.6638,12.1920,-1.1111,-5.5556,1.0759,0.5583
2010-02-18,152.6394,152.6394,0.0000,1.1111,-6.6667,1.0759,0.7762
2010-02-19,152.6090,152.6090,0.0000,5.0000,-2.2222,1.0728,0.9704
2010-02-20,152.5754,152.5754,0.0000,3.8889,-1.1111,1.0698,0.8168
2010-02-21,152.5602,152.5602,0.0000,5.0000,-1.6667,1.0789,0.9681
2010-02-22,152.5419,152.5419,0.0000,3.8889,-6.1111,1.0698,1.0256
2010-02-23,152.5328,152.5328,1.5240,7.7778,-6.1111,1.0789,1.3675
2010-02-24,152.5724,152.5724,28.1940,0.5556,-0.5556,1.4264,0.3734
2010-02-25,152.7827,152.7827,23.3680,3.3333,0.0000,1.7098,0.7166
2010-02-26,153.1240,153.1240,50.8000,5.0000,-2.2222,2.1945,1.0513
2010-02-27,153.3130,153.3130,9.1440,1.1111,-2.2222,1.8013,0.6479
2010-02-28,153.3984,153.3984,0.5080,2.7778,-1.1111,1.5514,0.7657
2010-03-01,153.4166,153.4166,0.2540,3.3333,-1.1111,1.4325,0.8403
2010-03-02,153.3923,153.3923,0.0000,6.6667,-1.6667,1.3776,1.2505
2010-03-03,153.3862,153.3862,1.5240,10.0000,-1.6667,1.3563,1.6214
2010-03-04,153.3740,153.3740,2.0320,2.7778,-0.5556,1.3319,0.7522
2010-03-05,153.3313,153.3313,0.0000,6.6667,-1.1111,1.2923,1.2659
2010-03-06,153.2917,153.2917,0.0000,7.7778,-5.5556,1.2588,1.5372
2010-03-07,153.2673,153.2673,0.0000,10.5556,-5.0000,1.2374,1.8291
2010-03-08,153.2429,153.2429,0.0000,12.7778,-1.6667,1.2252,2.0272
2010-03-09,153.2124,153.2124,0.0000,13.3333,-2.2222,1.2100,2.1260
2010-03-10,153.1698,153.1698,0.0000,11.6667,-4.4444,1.1948,2.0006
2010-03-11,153.1332,153.1332,0.5080,15.5556,-4.4444,1.1856,2.4613
2010-03-12,153.0997,153.0997,0.0000,9.4444,1.1111,1.1734,1.5857
2010-03-13,153.0875,153.0875,7.6200,9.4444,0.5556,1.2191,1.6341
2010-03-14,153.2886,153.2886,65.2780,5.0000,1.1111,1.9445,0.9968
2010-03-15,153.4380,153.4380,6.8580,6.1111,3.3333,1.8074,0.9204
2010-03-16,153.4806,153.4806,7.3660,4.4444,0.0000,1.6215,1.0428
2010-03-17,153.4806,153.4806,0.0000,16.1111,-3.3333,1.4813,2.6715
2010-03-18,153.4685,153.4685,0.0000,17.2222,-2.7778,1.3990,2.8323
2010-03-19,153.4319,153.4319,0.0000,18.8889,-1.6667,1.3350,3.0639
2010-03-20,153.3831,153.3831,0.0000,21.1111,-1.1111,1.2923,3.3896
2010-03-21,153.3343,153.3343,0.0000,22.2222,0.0000,1.2618,3.5620
2010-03-22,153.2917,153.2917,0.0000,21.1111,2.2222,1.2466,3.3800
2010-03-23,153.3831,153.3831,39.1160,10.5556,5.0000,1.6215,1.5998
2010-03-24,153.5020,153.5020,3.8100,7.2222,1.6667,1.7799,1.3995
2010-03-25,153.5447,153.5447,0.0000,12.2222,-2.7778,1.5575,2.3499
2010-03-26,153.5629,153.5629,10.1600,17.2222,-2.7778,1.4660,3.0485
2010-03-27,153.5203,153.5203,1.2700,6.6667,-6.6667,1.3837,1.7740
2010-03-28,153.4867,153.4867,0.0000,6.6667,-6.1111,1.3319,1.7794
2010-03-29,153.6026,153.6026,22.8600,9.4444,-3.3333,1.7129,2.0758
2010-03-30,153.9195,153.9195,33.0200,11.1111,4.4444,2.5328,1.8626
2010-03-31,154.0171,154.0171,36.0680,7.7778,4.4444,2.6364,1.2395
2010-04-01,154.0079,154.0079,1.5240,10.0000,6.1111,2.1122,1.4622
2010-04-02,153.9622,153.9622,0.0000,21.1111,2.7778,1.8257,3.6953
2010-04-03,153.9073,153.9073,0.0000,23.8889,2.7778,1.6580,4.1890
2010-04-04,153.8555,153.8555,0.0000,25.0000,5.5556,1.5483,4.3128
2010-04-05,153.7915,153.7915,0.0000,22.7778,2.2222,1.4752,4.0823
2010-04-06,153.7367,153.7367,0.0000,23.3333,2.2222,1.4294,4.2078
2010-04-07,153.6849,153.6849,0.0000,22.2222,5.0000,1.3868,3.9364
2010-04-08,153.6269,153.6269,0.0000,25.2778,8.3333,1.3441,4.3469
2010-04-09,153.5751,153.5751,0.0000,28.3333,11.6667,1.3746,4.7573
2010-04-10,153.5538,153.5538,3.0480,13.3333,2.7778,1.4355,2.5785
2010-04-11,153.5264,153.5264,0.0000,15.0000,2.7778,1.3472,2.8863
2010-04-12,153.4837,153.4837,0.0000,21.1111,-0.5556,1.2953,4.0762
2010-04-13,153.4319,153.4319,0.0000,16.1111,-0.5556,1.2618,3.2710
2010-04-14,153.3862,153.3862,0.0000,15.5556,-1.1111,1.2496,3.2195
2010-04-15,153.3557,153.3557,0.0000,19.4444,-1.6667,1.2161,3.8962
2010-04-16,153.3130,153.3130,0.0000,21.1111,0.0000,1.1978,4.1728
2010-04-17,153.3039,153.3039,13.9700,11.6667,3.3333,1.2984,2.3471
2010-04-18,153.2764,153.2764,1.0160,8.3333,1.6667,1.2679,1.8991
2010-04-19,153.2460,153.2460,0.0000,11.6667,1.1111,1.2283,2.5539
2010-04-20,153.2094,153.2094,0.0000,15.0000,0.5556,1.1887,3.1822
2010-04-21,153.1759,153.1759,0.0000,20.5556,0.5556,1.1582,4.1865
2010-04-22,153.1454,153.1454,0.0000,20.0000,1.1111,1.1429,4.0919
2010-04-23,153.1058,153.1058,0.7620,21.6667,3.3333,1.1368,4.3400
2010-04-24,153.0539,153.0539,0.0000,18.3333,0.0000,1.1155,3.8715
2010-04-25,153.0265,153.0265,0.2540,22.2222,7.7778,1.1216,4.2259
2010-04-26,153.0174,153.0174,10.1600,11.6667,7.2222,1.1399,1.9470
2010-04-27,152.9991,152.9991,11.6840,15.0000,6.1111,1.1978,2.8837
2010-04-28,152.9625,152.9625,1.0160,11.1111,-0.5556,1.1704,2.6889
2010-04-29,152.9259,152.9259,0.0000,11.1111,1.6667,1.1277,2.5511
2010-04-30,152.8924,152.8924,0.0000,18.8889,0.0000,1.0972,4.0951
2010-05-01,152.8650,152.8650,0.0000,25.5556,0.0000,1.0850,5.3886
2010-05-02,152.8345,152.8345,0.0000,30.5556,8.3333,1.0637,6.1882
2010-05-03,152.8132,152.8132,1.7780,32.2222,16.1111,1.0728,5.9913
2010-05-04,152.7857,152.7857,2.0320,25.5556,8.3333,1.0667,5.1155
2010-05-05,152.7553,152.7553,3.5560,25.0000,5.0000,1.0607,5.2169
2010-05-06,152.7248,152.7248,0.0000,26.6667,5.0000,1.0454,5.5959
2010-05-07,152.6973,152.6973,0.0000,25.0000,6.6667,1.0210,5.1686
2010-05-08,152.6852,152.6852,2.2860,22.2222,6.6667,1.0637,4.5766
2010-05-09,152.6638,152.6638,3.0480,21.6667,3.3333,1.1521,4.6784
2010-05-10,152.6181,152.6181,0.0000,11.1111,1.1111,1.0850,2.7205
2010-05-11,152.5846,152.5846,0.0000,14.4444,-2.2222,1.0424,3.5252
2010-05-12,152.5693,152.5693,4.8260,15.0000,-1.6667,1.0271,3.6220
2010-05-13,152.5511,152.5511,6.3500,7.7778,-1.1111,1.0210,2.2855
2010-05-14,152.5358,152.5358,11.4300,18.8889,1.1111,1.0485,4.2935
2010-05-15,152.5267,152.5267,0.0000,24.4444,7.7778,1.0576,5.1176
2010-05-16,152.4901,152.4901,0.0000,21.1111,7.2222,1.0088,4.4097
2010-05-17,152.4627,152.4627,0.0000,22.2222,3.3333,1.0058,4.9279
2010-05-18,152.4444,152.4444,0.0000,26.6667,5.0000,1.0271,5.8398
2010-05-19,152.4444,152.4444,19.3040,13.8889,8.3333,1.1673,2.5378
2010-05-20,152.4352,152.4352,0.5080,15.5556,8.3333,1.1247,2.9878
2010-05-21,152.4200,152.4200,0.0000,28.3333,9.4444,1.0637,6.0161
2010-05-22,152.3987,152.3987,0.0000,29.4444,8.3333,1.0149,6.3769
2010-05-23,152.3834,152.3834,0.0000,23.8889,9.4444,0.9814,4.9573
2010-05-24,152.3651,152.3651,0.0000,23.8889,11.1111,0.9662,4.7907
2010-05-25,152.3499,152.3499,0.0000,27.7778,13.3333,0.9479,5.5638
2010-05-26,152.3377,152.3377,0.0000,31.6667,13.8889,0.9296,6.5589
2010-05-27,152.3194,152.3194,17.7800,34.4444,15.0000,1.0210,7.2172
2010-05-28,152.2859,152.2859,0.0000,25.0000,8.3333,1.0180,5.3853
2010-05-29,152.2676,152.2676,0.0000,26.6667,9.4444,1.0180,5.7138
2010-05-30,152.2615,152.2615,0.2540,26.1111,13.3333,1.0728,5.1683
2010-05-31,152.2341,152.2341,0.0000,27.2222,11.6667,0.9906,5.6689
2010-06-01,152.2310,152.2310,0.0000,28.3333,13.8889,1.0058,5.7261
2010-06-02,152.2432,152.2432,8.3820,26.1111,12.7778,1.2374,5.2658
2010-06-03,152.2005,152.2005,0.0000,28.3333,12.7778,1.0728,5.8726
2010-06-04,152.1914,152.1914,0.2540,28.3333,15.0000,1.0088,5.6085
2010-06-05,152.1762,152.1762,1.2700,30.0000,15.0000,0.9997,6.0874
2010-06-06,152.1670,152.1670,0.0000,29.4444,17.7778,0.9906,5.5294
2010-06-07,152.1487,152.1487,9.6520,26.1111,9.4444,1.0393,5.6527
2010-06-08,152.1274,152.1274,0.0000,22.7778,6.6667,0.9966,5.0710
2010-06-09,152.1030,152.1030,0.0000,21.6667,5.0000,0.9662,4.9357
2010-06-10,152.1061,152.1061,10.1600,17.2222,6.1111,0.9784,3.8116
2010-06-11,152.0786,152.0786,18.2880,21.1111,9.4444,1.0149,4.4031
2010-06-12,152.0634,152.0634,0.0000,22.2222,11.6667,0.9997,4.4094
2010-06-13,152.0786,152.0786,27.4320,20.0000,15.0000,1.3563,3.0869
2010-06-14,152.0817,152.0817,0.0000,18.3333,14.4444,1.2831,2.6353
2010-06-15,152.0725,152.0725,0.0000,25.0000,10.5556,1.1460,5.2948
2010-06-16,152.0695,152.0695,0.0000,26.6667,7.7778,1.0515,5.9593
2010-06-17,152.0695,152.0695,0.2540,22.2222,8.3333,0.9997,4.8187
2010-06-18,152.0451,152.0451,0.0000,21.6667,10.0000,0.9692,4.4939
2010-06-19,152.0238,152.0238,0.0000,30.5556,11.1111,0.9418,6.6969
2010-06-20,152.0116,152.0116,0.0000,29.4444,15.0000,0.9357,5.9877
2010-06-21,151.9963,151.9963,0.2540,31.6667,15.5556,0.9540,6.5515
2010-06-22,151.9628,151.9628,0.0000,30.5556,13.8889,0.9235,6.4304
2010-06-23,151.9659,151.9659,8.3820,26.6667,14.4444,1.0119,5.2676
2010-06-24,151.9506,151.9506,0.0000,29.4444,17.7778,0.9570,5.5711
2010-06-25,151.9262,151.9262,1.5240,30.5556,13.8889,0.9418,6.4242
2010-06-26,151.9049,151.9049,0.0000,28.8889,13.8889,0.8961,5.9599
2010-06-27,151.8897,151.8897,0.2540,28.8889,15.5556,0.8747,5.7398
2010-06-28,151.8775,151.8775,2.7940,30.0000,17.2222,0.8595,5.8178
2010-06-29,151.8440,151.8440,0.2540,31.1111,19.4444,0.8473,5.7878
2010-06-30,151.8043,151.8043,0.0000,28.8889,10.5556,0.8290,6.2806
2010-07-01,151.7769,151.7769,0.0000,24.4444,7.2222,0.8199,5.4310
2010-07-02,151.7556,151.7556,0.0000,23.3333,10.5556,0.8107,4.8328
2010-07-03,151.7342,151.7342,0.0000,26.6667,9.4444,0.8077,5.7899
2010-07-04,151.7190,151.7190,0.0000,31.1111,10.5556,0.8046,6.8256
2010-07-05,151.6946,151.6946,0.0000,32.7778,13.3333,0.8016,7.0265
2010-07-06,151.6641,151.6641,0.0000,35.0000,18.3333,0.7985,7.0953
2010-07-07,151.6336,151.6336,0.0000,37.2222,19.4444,0.7924,7.6038
2010-07-08,151.6032,151.6032,0.0000,36.6667,20.5556,0.7894,7.2729
2010-07-09,151.5788,151.5788,0.0000,31.1111,18.8889,0.7833,5.8119
2010-07-10,151.5635,151.5635,0.0000,32.7778,19.4444,0.7863,6.2239
2010-07-11,151.5361,151.5361,21.8440,25.0000,16.1111,0.8199,4.4071
2010-07-12,151.5056,151.5056,0.0000,30.0000,15.5556,0.8077,5.9449
2010-07-13,151.4752,151.4752,0.0000,32.7778,16.1111,0.7955,6.6456
2010-07-14,151.4508,151.4508,25.6540,30.0000,20.0000,0.8443,5.2074
2010-07-15,151.4142,151.4142,3.0480,25.0000,18.3333,0.9052,3.8996
2010-07-16,151.3929,151.3929,0.0000,30.0000,18.3333,0.8473,5.4863
2010-07-17,151.3837,151.3837,0.7620,32.7778,17.7778,0.8473,6.3774
2010-07-18,151.3563,151.3563,9.6520,32.2222,16.6667,0.8168,6.3482
2010-07-19,151.3258,151.3258,0.0000,31.1111,15.5556,0.8016,6.1590
2010-07-20,151.3075,151.3075,0.0000,32.2222,15.5556,0.7924,6.4478
2010-07-21,151.2770,151.2770,0.0000,30.0000,17.2222,0.7924,5.5913
2010-07-22,151.2679,151.2679,10.4140,30.5556,15.5556,0.8077,5.9568
2010-07-23,151.2344,151.2344,0.0000,27.7778,15.0000,0.8016,5.2499
2010-07-24,151.2344,151.2344,21.0820,22.7778,16.1111,0.9326,3.5864
2010-07-25,151.2252,151.2252,1.0160,31.6667,21.1111,1.0363,5.3736
2010-07-26,151.1978,151.1978,0.0000,30.0000,14.4444,0.9144,5.8658
2010-07-27,151.1765,151.1765,0.0000,28.3333,12.2222,0.8564,5.6504
2010-07-28,151.1582,151.1582,0.0000,31.1111,12.7778,0.8229,6.2802
2010-07-29,151.1490,151.1490,0.0000,31.1111,13.3333,0.8077,6.2076
2010-07-30,151.1216,151.1216,0.5080,30.5556,11.6667,0.7924,6.1923
2010-07-31,151.0942,151.0942,0.0000,27.2222,8.8889,0.7802,5.5845
2010-08-01,151.0698,151.0698,0.0000,28.3333,8.8889,0.7681,5.8215
2010-08-02,151.0485,151.0485,0.0000,29.4444,11.6667,0.7620,5.8520
2010-08-03,151.0302,151.0302,0.0000,27.2222,15.5556,0.7620,4.8284
2010-08-04,151.0180,151.0180,0.0000,30.0000,17.2222,0.7589,5.3295
2010-08-05,151.0058,151.0058,0.0000,31.1111,20.0000,0.7650,5.1913
2010-08-06,150.9875,150.9875,12.4460,31.1111,17.7778,0.8260,5.5116
2010-08-07,150.9509,150.9509,0.0000,28.8889,10.5556,0.7955,5.6895
2010-08-08,150.9235,150.9235,0.0000,27.7778,11.6667,0.7711,5.3098
2010-08-09,150.9022,150.9022,0.0000,30.5556,16.1111,0.7620,5.5056
2010-08-10,150.8839,150.8839,1.7780,33.8889,18.8889,0.7650,6.0170
2010-08-11,150.8564,150.8564,0.0000,31.6667,18.3333,0.7650,5.4611
2010-08-12,150.8229,150.8229,0.0000,31.6667,16.1111,0.7437,5.7115
2010-08-13,150.7894,150.7894,0.0000,25.5556,14.4444,0.7315,4.3388
2010-08-14,150.7559,150.7559,0.0000,28.3333,10.0000,0.7315,5.4184
2010-08-15,150.7315,150.7315,0.0000,27.7778,10.0000,0.7437,5.2668
2010-08-16,150.7193,150.7193,3.5560,25.5556,16.1111,0.7559,4.0285
2010-08-17,150.7041,150.7041,0.0000,27.7778,15.0000,0.7620,4.6942
2010-08-18,150.6766,150.6766,0.0000,30.0000,13.8889,0.7437,5.3600
2010-08-19,150.6583,150.6583,0.0000,28.3333,11.6667,0.7315,5.1463
2010-08-20,150.6400,150.6400,1.0160,32.2222,11.6667,0.7223,5.9861
2010-08-21,150.6065,150.6065,0.0000,28.8889,8.3333,0.7193,5.4348
2010-08-22,150.6004,150.6004,1.7780,25.0000,12.2222,0.7955,4.2596
2010-08-23,150.6035,150.6035,77.4700,21.6667,16.1111,0.9966,2.8138
2010-08-24,150.5791,150.5791,3.3020,18.3333,14.4444,0.8808,2.1751
2010-08-25,150.5760,150.5760,3.8100,20.5556,14.4444,0.8321,2.8007
2010-08-26,150.5608,150.5608,1.7780,22.2222,15.0000,0.8077,3.1239
2010-08-27,150.5395,150.5395,0.0000,26.1111,9.4444,0.7894,4.6032
2010-08-28,150.5212,150.5212,0.0000,25.0000,7.2222,0.7772,4.4945
2010-08-29,150.5059,150.5059,0.0000,27.7778,7.2222,0.7681,5.0039
2010-08-30,150.4877,150.4877,0.0000,32.2222,13.3333,0.7620,5.5043
2010-08-31,150.4724,150.4724,0.0000,32.5000,15.0000,0.7559,5.3837
2010-09-01,150.4602,150.4602,0.0000,32.7778,16.6667,0.7498,5.2631
2010-09-02,150.4480,150.4480,0.0000,32.7778,17.2222,0.7498,5.1696
2010-09-03,150.4358,150.4358,0.0000,33.3333,17.7778,0.7528,5.2016
2010-09-04,150.4358,150.4358,0.0000,28.3333,18.3333,0.7589,3.9193
2010-09-05,150.3962,150.3962,0.0000,25.0000,10.5556,0.7467,4.0223
2010-09-06,150.3688,150.3688,0.0000,22.7778,6.6667,0.7467,3.8425
2010-09-07,150.3536,150.3536,0.0000,25.0000,8.3333,0.7498,4.1176
2010-09-08,150.3536,150.3536,1.7780,29.4444,16.6667,0.7559,4.2665
2010-09-09,150.3353,150.3353,0.0000,27.2222,12.7778,0.7620,4.1516
2010-09-10,150.3078,150.3078,0.0000,18.8889,12.7778,0.7650,2.3739
2010-09-11,150.2774,150.2774,0.0000,18.8889,9.4444,0.7589,2.7777
2010-09-12,150.2530,150.2530,0.0000,25.0000,8.8889,0.7620,3.9211
2010-09-13,150.2377,150.2377,0.2540,17.2222,11.1111,0.7681,2.1975
2010-09-14,150.2225,150.2225,0.0000,21.6667,10.5556,0.7742,3.1225
2010-09-15,150.2042,150.2042,0.0000,22.7778,7.7778,0.7742,3.5058
2010-09-16,150.1890,150.1890,0.0000,20.0000,4.4444,0.7681,3.2028
2010-09-17,150.1890,150.1890,3.3020,20.5556,3.8889,0.8016,3.2861
2010-09-18,150.1493,150.1493,0.5080,20.0000,11.6667,0.7833,2.5889
2010-09-19,150.1372,150.1372,0.0000,21.6667,10.0000,0.7772,3.0357
2010-09-20,150.1280,150.1280,0.0000,25.0000,10.5556,0.7772,3.5472
2010-09-21,150.1036,150.1036,0.0000,20.5556,2.2222,0.7681,3.2286
2010-09-22,150.0945,150.0945,0.0000,21.6667,2.7778,0.7711,3.3420
2010-09-23,150.0701,150.0701,0.0000,29.4444,15.0000,0.7711,3.8965
2010-09-24,150.0549,150.0549,0.0000,26.1111,13.8889,0.7711,3.3459
2010-09-25,150.0518,150.0518,0.0000,28.3333,16.1111,0.7742,3.5160
2010-09-26,150.0183,150.0183,0.0000,28.8889,10.0000,0.7833,4.0174
2010-09-27,149.9970,149.9970,5.5880,23.3333,10.0000,0.7985,3.0847
2010-09-28,149.9970,149.9970,32.7660,20.5556,12.7778,0.8290,2.3326
2010-09-29,149.9726,149.9726,2.2860,22.7778,16.1111,0.8290,2.3165
2010-09-30,149.9726,149.9726,0.2540,23.8889,15.5556,0.8595,2.5836
2010-10-01,149.9939,149.9939,73.1520,22.7778,16.1111,1.1521,2.2698
2010-10-02,149.9817,149.9817,73.1520,22.2222,6.1111,1.2222,2.9823
2010-10-03,149.9878,149.9878,0.0000,16.1111,2.7778,1.0027,2.2780
2010-10-04,150.0152,150.0152,0.0000,14.4444,2.7778,0.9205,2.0426
2010-10-05,150.0335,150.0335,6.6040,13.3333,8.8889,0.8778,1.3688
